municipality_id,municipality_name,domain,raw_total_arquivo_captures,model_total_arquivo_captures,capture_count_imputed,capture_density,capture_density_formula,digital_decay_rate,digital_decay_rate_source,digital_decay_rate_formula_status,total_arquivo_captures_enters_model,capture_density_enters_model,digital_decay_rate_enters_model,tier_public_label,notes
MUN_807BFB8A,Vieira do Minho,cm-vminho.pt,452,452.0,no,0.0375664893617,Total_Arquivo_Captures / Pop. 2021,17.313,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,yes,yes,yes,Tier 3 — Risco de Fuga,ok
MUN_082D03C1,Vila da Praia da Vitória,cmpv.pt,606,606.0,no,0.0309641816974,Total_Arquivo_Captures / Pop. 2021,17.0233,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,yes,yes,yes,Tier 3 — Risco de Fuga,ok
MUN_A548CD53,Vila de Rei,cm-viladerei.pt,3476,3476.0,no,1.04040706375,Total_Arquivo_Captures / Pop. 2021,1.4453,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,yes,yes,yes,Tier 3 — Risco de Fuga,ok
MUN_D0C055CF,Vila do Bispo,cm-viladobispo.pt,412,412.0,no,0.071267946722,Total_Arquivo_Captures / Pop. 2021,18.2733,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,yes,yes,yes,Tier 1 — Resiliência,ok
MUN_27520D12,Vila do Conde,cm-viladoconde.pt,1301,1301.0,no,0.0159321079122,Total_Arquivo_Captures / Pop. 2021,16.01,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,yes,yes,yes,Tier 1 — Resiliência,ok
MUN_2F830ACB,Vila do Porto,cm-viladoporto.pt,144,144.0,no,0.026402640264,Total_Arquivo_Captures / Pop. 2021,26.0246,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,yes,yes,yes,Tier 2 — Estagnação,ok
MUN_59A78DB3,Vila Flor,cm-vilaflor.pt,710,710.0,no,0.11679552558,Total_Arquivo_Captures / Pop. 2021,16.0225,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,yes,yes,yes,Tier 3 — Risco de Fuga,ok
MUN_09117FA8,Vila Franca de Xira,cm-vfxira.pt,1474,1474.0,no,0.0106861152998,Total_Arquivo_Captures / Pop. 2021,15.4072,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,yes,yes,yes,Tier 1 — Resiliência,ok
MUN_F7000CD8,Vila Franca do Campo,cmvfc.pt,590,590.0,no,0.0569003761211,Total_Arquivo_Captures / Pop. 2021,17.2422,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,yes,yes,yes,Tier 3 — Risco de Fuga,ok
MUN_6AADCCB1,Vila Nova da Barquinha,cm-vnbarquinha.pt,2474,2474.0,no,0.344089012517,Total_Arquivo_Captures / Pop. 2021,9.35,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,yes,yes,yes,Tier 2 — Estagnação,ok
MUN_69E86BA5,Vila Nova de Cerveira,cm-vncerveira.pt,1344,1344.0,no,0.14983277592,Total_Arquivo_Captures / Pop. 2021,15.6775,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,yes,yes,yes,Tier 2 — Estagnação,ok
MUN_A5E79FD3,Vila Nova de Famalicão,cm-vnfamalicao.pt,0,628.0,yes,0.00468391061786,Total_Arquivo_Captures / Pop. 2021,17.0119,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,yes,yes,yes,Tier 1 — Resiliência,Capture count imputed with median value.
MUN_2748B191,Vila Nova de Foz Côa,cm-fozcoa.pt,460,460.0,no,0.072796328533,Total_Arquivo_Captures / Pop. 2021,17.5432,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,yes,yes,yes,Tier 4 — Risco Crítico,ok
MUN_5A52F887,Vila Nova de Gaia,cm-gaia.pt,157,157.0,no,0.000514031084147,Total_Arquivo_Captures / Pop. 2021,23.4566,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,yes,yes,yes,Tier 1 — Resiliência,ok
MUN_C5FFDDDF,Vila Nova de Paiva,cm-vnpaiva.pt,0,628.0,yes,0.133844842285,Total_Arquivo_Captures / Pop. 2021,17.2517,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,yes,yes,yes,Tier 3 — Risco de Fuga,Capture count imputed with median value.
MUN_324EE524,Vila Nova de Poiares,cm-vilanovadepoiares.pt,789,789.0,no,0.113688760807,Total_Arquivo_Captures / Pop. 2021,16.7627,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,yes,yes,yes,Tier 3 — Risco de Fuga,ok
MUN_A085F0DA,Vila Pouca de Aguiar,cm-vpaguiar.pt,0,628.0,yes,0.0530853761623,Total_Arquivo_Captures / Pop. 2021,17.1872,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,yes,yes,yes,Tier 3 — Risco de Fuga,Capture count imputed with median value.
MUN_D7565F9A,Vila Real,cm-vilareal.pt,1593,1593.0,no,0.0320677993397,Total_Arquivo_Captures / Pop. 2021,16.6094,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,yes,yes,yes,Tier 2 — Estagnação,ok
MUN_534C6807,Vila Real de Santo António,cm-vrsa.pt,0,628.0,yes,0.0331468383828,Total_Arquivo_Captures / Pop. 2021,17.3112,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,yes,yes,yes,Tier 1 — Resiliência,Capture count imputed with median value.
MUN_94E37176,Vila Velha de Ródão,cm-vvrodao.pt,0,628.0,yes,0.186129223474,Total_Arquivo_Captures / Pop. 2021,8.7723,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,yes,yes,yes,Tier 3 — Risco de Fuga,Capture count imputed with median value.
MUN_57338BBF,Vila Verde,cm-vilaverde.pt,877,877.0,no,0.0187453243561,Total_Arquivo_Captures / Pop. 2021,16.768,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,yes,yes,yes,Tier 2 — Estagnação,ok
MUN_5BC0934C,Vila Viçosa,cm-vilavicosa.pt,0,628.0,yes,0.0849107625744,Total_Arquivo_Captures / Pop. 2021,19.8935,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,yes,yes,yes,Tier 3 — Risco de Fuga,Capture count imputed with median value.
MUN_CFD4083D,Vimioso,cm-vimioso.pt,737,737.0,no,0.177462075608,Total_Arquivo_Captures / Pop. 2021,16.9071,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,yes,yes,yes,Tier 4 — Risco Crítico,ok
MUN_FC1ABB2A,Vinhais,cm-vinhais.pt,820,820.0,no,0.106631989597,Total_Arquivo_Captures / Pop. 2021,16.4133,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,yes,yes,yes,Tier 4 — Risco Crítico,ok
MUN_B9EB0A0F,Viseu,cm-viseu.pt,1268,1268.0,no,0.0126650552348,Total_Arquivo_Captures / Pop. 2021,14.8368,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,yes,yes,yes,Tier 1 — Resiliência,ok
MUN_BBBA6910,Vizela,cm-vizela.pt,468,468.0,no,0.019471603911,Total_Arquivo_Captures / Pop. 2021,17.1178,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,yes,yes,yes,Tier 1 — Resiliência,ok
MUN_EC05171B,Vouzela,cm-vouzela.pt,420,420.0,no,0.0434153400868,Total_Arquivo_Captures / Pop. 2021,18.8144,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,yes,yes,yes,Tier 4 — Risco Crítico,ok
